u,v
0.12343904707347537,0.029863048364028928
0.11832580073601834,0.03708105823975476
0.10928203929674124,0.04957253157894503
0.10987951120074732,0.048233733198715226
0.11688754489543014,0.041392050544987596
0.12462416832701513,0.024450289748790245
0.12739021160070785,0.025917831474235636
0.14228743627887552,0.02791568514625658
0.13841608957515347,0.0317015164735551
0.12870531967410218,0.03352522464633411
0.12118852172156716,0.03797818061652301
0.12343904707347537,0.029863048364028928
0.13046670053744783,0.03839843813063121
0.13263940566376248,0.04156667012359606
0.1446105991975464,0.010619538583506618
0.133,8.1439012143299e-18
0.1040532359700578,-0.014068549468920668
0.10130340625292558,-0.011900415184131981
0.08730500882607806,-0.017286857258577506
0.093662450523927,-0.0320678244016168
0.08688262606184827,-0.030255731499949652
0.0623092082010989,-0.03803370312436207
0.05444722215136416,-0.054447222151364154
0.05444722215136416,-0.054447222151364154
0.05850829612953365,-0.05455986880499987
0.06109605823093796,-0.05618070548366083
0.07347446692435093,-0.05536698212998845
0.08395990959051308,-0.05792006199541629
0.08418644264559416,-0.06275064043242971
0.08217121622444139,-0.05521676578898932
0.07098946167167022,-0.05851919626555429
0.06714841053312064,-0.04878617594027526
0.0647236284691677,-0.04171153219177096
0.06566771786372815,-0.03188653055084228
0.06977289008027811,-0.021464943741958176
0.06512138703876261,-0.01575452157787352
0.06977289008027811,-0.021464943741958176
0.0627151810957331,-0.012759547802700612
0.05991952229445001,-0.0114302601897292
0.06889369255784694,-0.01239593182237083
0.06659538401549704,-0.0073521988431000315
0.07985078387374936,-0.0048838831627885425
0.07999402957283616,0.0009773600668197709
0.083,5.082284216461516e-18
0.08894022704630042,0.0032612900748835087
0.10196955195768068,0.002492082171570631
0.10158020865882897,0.009244523180173572
0.09873413324522136,0.007250581515635554
0.11307596645526338,0.014485365380553944
0.11689737112156642,0.00489945148631637
0.12348966542838033,0.011238439944524736
0.12348966542838033,0.011238439944524736
0.12653585261624511,0.010847949238445677
0.1384279314076199,0.012597928647491437
0.15197684966377148,0.002652765778467107
0.15443352090959048,0.013239623086291969
0.15225452386294674,0.0290441037607873
0.1519886561883887,0.0018569841269575646
0.1548959010356917,0.005679774849516222
0.15770529815065498,0.009645669246507392
0.15682229195932887,0.019255356258013303
0.1575129387298342,0.01239653712499951
0.163951044324114,-0.004006877217035112
0.17384737243720136,0.007286363748880756
0.1593136520401041,0.02324134836115668
0.16332504137301912,0.014863743152435938
0.17388314051748618,-0.00637600531494077
0.16960632740205292,-0.011562599413092213
0.17999561352697105,-0.00125662685363311
0.1852047938623323,-0.01718092926506045
0.18849243619542258,-0.013842019257122397
0.1887053044303944,-0.010550264443707961
0.18498107253849885,-0.019442294167783564
0.18199750685239405,-0.0191287087779806
0.1763864468317493,-0.03588622819509547
0.17465323072967937,-0.0435459412079402
0.1709688712531651,-0.04581097098314619
0.1624429942105131,-0.06235602322088224
0.1631989479177542,-0.08279555180405626
0.1688244703704931,-0.0706208057453503
0.1705886187421237,-0.08136659729676773
0.1705886187421237,-0.08136659729676773
0.15995110187789077,-0.08255691980717669
0.1615654616855036,-0.09215531232842783
0.1478813285797143,-0.0916903084164219
0.16217525499931235,-0.08478317442693467
0.16301508348017163,-0.0956403814189
0.1538369868150685,-0.10454750828049632
0.14940221131716613,-0.10039411961634422
0.1434159026906287,-0.1136700437909308
0.13691405820427063,-0.12589893036097488
0.14583704626027905,-0.12021878363249741
0.14067488223768812,-0.12622035298402784
0.13536573292424117,-0.127562213644492
0.14120729875995275,-0.11640231431083084
0.13657755125962642,-0.11258584498916423
0.13317743887454325,-0.11658803444100638
0.14059588481761479,-0.1171400750057469
0.13459185591120545,-0.11495230455444248
0.12433012927525901,-0.11593972121062474
0.12125946882347996,-0.1370588969043874
0.11594225335704958,-0.1376858521653177
0.10370390439158325,-0.12315234554786751
0.10747728338275102,-0.11168542231045121
0.11335982375097144,-0.10570974580968724
0.11242392643674866,-0.10229790205348556
0.0999948338416721,-0.10500491990843279
0.09616652224137048,-0.09616652224137046
0.10262606959056675,-0.08459840329694263
0.1001092038482839,-0.09205513187684185
0.10604628673477973,-0.09888976220906226
0.11612135677478964,-0.09336396789330462
0.11252672902464918,-0.09144799207753646
0.11140111092106086,-0.09281590642531856
0.10684291706319288,-0.09353390333685258
0.10957069084105621,-0.09032310727944248
0.10804038839281685,-0.082603114202367
0.11039163391768389,-0.07418009949429878
0.11194654612068412,-0.07722674932722173
0.11370056192812146,-0.06302525063202381
0.11446205595619106,-0.061631467176125096
0.11710348801671855,-0.06305373180326646
0.11777945491468367,-0.06799999999999998
0.11446205595619106,-0.061631467176125096
0.12471891338473166,-0.06136931353805258
0.12931064179275603,-0.06560303285020849
0.1301024636027776,-0.06401834865480305
0.13322898128906585,-0.06671610408797667
0.13815039433045131,-0.0558163824189709
0.14096671846530423,-0.04826369531152427
0.1460384314319543,-0.04215182730196139
0.14664514558741706,-0.026385626307617906
0.15550290605914024,-0.027979388970494158
0.17477224379491132,-0.027993977904043555
0.17715520943446356,-0.03187525325752499
0.16404197087169103,-0.03129267953581601
0.1656090841179761,-0.021508864628453004
0.18049026508131338,-0.030203711872504025
0.1801077962583713,-0.03240650747848374
0.18787372513954145,-0.03959120359615291
0.1908092520948468,-0.0402098161523428
0.18605102043011895,-0.04742381044276663
0.19221923943152458,-0.05150498997540164
0.18947374915568557,-0.06083336568765801
0.18871640738603365,-0.06314362662461334
0.1876847794498793,-0.07468884496931354
0.1729273772236169,-0.07627006101060169
0.1636302253416044,-0.08193991307449484
0.15995110187789077,-0.08255691980717669
0.15685803352392502,-0.08200339821621548
0.1527690377244686,-0.08329238328166556
0.15312786936299003,-0.10020406989913669
0.15123674155474717,-0.10827487244925582
0.14690476621442886,-0.10401437238903093
0.14299463169637525,-0.10932765115019162
0.1443446317143776,-0.1173057001822192
0.13973236947018441,-0.13167712376205623
0.1309855149179831,-0.14445689627591626
0.1361909806590462,-0.13956008307222845
0.12227179571770182,-0.1401627909681047
0.13972845754603733,-0.14169318315220827
0.1289140386133892,-0.16323348507088123
0.13798696382688677,-0.14338967122438573
0.17109031041415987,-0.14458252205016486
0.14725205505787742,-0.16879819987556688
0.12548368434145896,-0.17334891105540032
0.13359854014566788,-0.17099833353265864
0.12580344861774492,-0.1693944872653252
0.1147100309177888,-0.1626118347686906
0.11449999393767914,-0.17364835555878855
0.12384484418752167,-0.17818937838201376
0.12460937212346322,-0.18130776149684347
0.14096776759516355,-0.17408069536636148
0.1524805737763188,-0.16816264335709227
0.1521110874088204,-0.1505264664014478
0.15973306790498237,-0.14688208542113734
0.16116096204190955,-0.13619157210975355
0.16210229670574663,-0.1303335927638078
0.15491085100440652,-0.11843828874604093
0.15892846649941123,-0.11976118960725762
0.1689951507626406,-0.08462646760152746
0.15477340888743724,-0.09189772522408901
0.1743600761836768,-0.08731302212856008
0.188817715534845,-0.08724603314880487
0.17364595932847954,-0.06665643861542586
0.16112735569217668,-0.08675814225562226
0.1828184935690689,-0.09274911540891548
0.17806142654096455,-0.05375991423167171
0.18640797869053674,-0.031193997507668086
0.1667441691433515,-0.05937492784579513
0.17788110866037948,-0.02753745053112684
0.17384488542901144,-0.05715729008773855
0.17995245522826422,-0.05777641263802696
0.17491012170809445,-0.0538093795175116
0.17294024774836694,-0.049916637594427965
0.1793217451875445,-0.04939343785254646
0.19397747764405313,-0.044426773086179344
0.1915460138920943,-0.036539356344216296
0.19566772660522694,-0.036264869572937355
0.18023692604167774,-0.045941816366430174
0.18571540853296836,-0.04872152536028268
0.1854005243609972,-0.0367102923805747
0.18715414928471458,-0.04286402227410269
0.20514740511974416,-0.03432990201902097
0.19566772660522694,-0.036264869572937355
0.20006293619744325,-0.044719364486291185
0.20376199586831187,-0.022495533773664277
0.2151926422371306,-0.02794864445733115
0.21389440391826656,-0.0067219024427194515
0.20761203807174836,-0.012698096223250212
0.20017860634239693,-0.027065209454494997
0.19962213305220364,-0.030903138929375674
0.209427237996319,-0.025714431458486096
0.20514740511974416,-0.03432990201902097
0.20403867231263187,-0.04040074505375417
0.21527197672239126,-0.045364920787258546
0.20471268645760235,-0.03683362598647332
0.19585492598587914,-0.03523986332359707
0.20315155594154144,-0.027467168010749877
0.20444946783101392,-0.015013830411164506
0.1984220246471951,-0.037851025546316364
0.199252005118602,-0.04820413318603092
0.19804291369036486,-0.06358462343232597
0.19110924248316413,-0.06543131847602618
0.2002398832567076,-0.05628489276297964
0.20091257186812622,-0.053834361381324344
0.19962401071261207,-0.06834657523980954
0.188817715534845,-0.08724603314880487
0.19912245548667,-0.06011861376445008
0.19031161091276358,-0.08393742164129711
0.1939474985596468,-0.06640307073062064
0.19926341412010853,-0.06939086246184106
0.19230557499136114,-0.07926263828085703
0.1828184935690689,-0.09274911540891548
0.1821665326942645,-0.09402315866928458
0.1788492724921497,-0.10619292692561398
0.1754254207290802,-0.1117583185361394
0.16316904112449754,-0.10677482858104728
0.15557277365300956,-0.10732246781503609
0.1513557450922448,-0.10286125814693993
0.15130198862922317,-0.09750747785089316
0.15328649646984566,-0.08849999999999995
0.15130198862922317,-0.09750747785089316
0.1521938520726466,-0.09036609647035419
0.14691217446188004,-0.09872088428940515
0.1594009832586354,-0.10154962597754974
0.1533380179290802,-0.11554848444519329
0.1480501099706154,-0.10756470116952258
0.15363914350955893,-0.09378173373130375
0.13973964034764663,-0.09144305832325589
0.14076895702124084,-0.1022746338988903
0.14635813698846498,-0.10478213462831207
0.14690476621442886,-0.10401437238903093
0.13630185952143817,-0.1015962749858386
0.13736021405077867,-0.1116296179153376
