#Coordinate, 61.46667_2.16667
YY,MM,DD,HH,Min,CD317,CS317
1985,10,16,13,20,NaN,NaN
1985,10,16,13,30,NaN,NaN
1985,10,16,13,40,NaN,NaN
1985,10,16,13,50,NaN,NaN
1985,10,16,14,00,NaN,NaN
1985,10,16,14,10,NaN,NaN
1985,10,16,14,20,NaN,NaN
1985,10,16,14,30,NaN,NaN
1985,10,16,14,40,NaN,NaN
1985,10,16,14,50,NaN,NaN
1985,10,16,15,00,NaN,NaN
1985,10,16,15,10,NaN,NaN
1985,10,16,15,20,NaN,NaN
1985,10,16,15,30,NaN,NaN
1985,10,16,15,40,NaN,NaN
1985,10,16,15,50,NaN,NaN
1985,10,16,16,00,NaN,NaN
1985,10,16,16,10,NaN,NaN
1985,10,16,16,20,NaN,NaN
1985,10,16,16,30,NaN,NaN
1985,10,16,16,40,NaN,NaN
1985,10,16,16,50,NaN,NaN
1985,10,16,17,00,NaN,NaN
1985,10,16,17,10,NaN,NaN
1985,10,16,17,20,NaN,NaN
1985,10,16,17,30,NaN,NaN
1985,10,16,17,40,NaN,NaN
1985,10,16,17,50,NaN,NaN
1985,10,16,18,00,NaN,NaN
1985,10,16,18,10,NaN,NaN
1985,10,16,18,20,NaN,NaN
1985,10,16,18,30,NaN,NaN
1985,10,16,18,40,NaN,NaN
1985,10,16,18,50,NaN,NaN
1985,10,16,19,00,NaN,NaN
1985,10,16,19,10,NaN,NaN
1985,10,16,19,20,NaN,NaN
1985,10,16,19,30,NaN,NaN
1985,10,16,19,40,NaN,NaN
1985,10,16,19,50,NaN,NaN
1985,10,16,20,00,NaN,NaN
1985,10,16,20,10,NaN,NaN
1985,10,16,20,20,NaN,NaN
1985,10,16,20,30,NaN,NaN
1985,10,16,20,40,NaN,NaN
1985,10,16,20,50,NaN,NaN
1985,10,16,21,00,NaN,NaN
1985,10,16,21,10,NaN,NaN
1985,10,16,21,20,NaN,NaN
1985,10,16,21,30,NaN,NaN
1985,10,16,21,40,NaN,NaN
1985,10,16,21,50,NaN,NaN
1985,10,16,22,00,NaN,NaN
1985,10,16,22,10,NaN,NaN
1985,10,16,22,20,NaN,NaN
1985,10,16,22,30,NaN,NaN
1985,10,16,22,40,NaN,NaN
1985,10,16,22,50,NaN,NaN
1985,10,16,23,00,NaN,NaN
1985,10,16,23,10,NaN,NaN
1985,10,16,23,20,NaN,NaN
1985,10,16,23,30,NaN,NaN
1985,10,16,23,40,NaN,NaN
1985,10,16,23,50,NaN,NaN
1985,10,17,0,00,NaN,NaN
1985,10,17,0,10,NaN,NaN
1985,10,17,0,20,NaN,NaN
1985,10,17,0,30,NaN,NaN
1985,10,17,0,40,NaN,NaN
1985,10,17,0,50,NaN,NaN
1985,10,17,1,00,NaN,NaN
1985,10,17,1,10,NaN,NaN
1985,10,17,1,20,NaN,NaN
1985,10,17,1,30,NaN,NaN
1985,10,17,1,40,NaN,NaN
1985,10,17,1,50,NaN,NaN
1985,10,17,2,00,NaN,NaN
1985,10,17,2,10,NaN,NaN
1985,10,17,2,20,NaN,NaN
1985,10,17,2,30,NaN,NaN
1985,10,17,2,40,NaN,NaN
1985,10,17,2,50,NaN,NaN
1985,10,17,3,00,NaN,NaN
1985,10,17,3,10,NaN,NaN
1985,10,17,3,20,NaN,NaN
1985,10,17,3,30,NaN,NaN
1985,10,17,3,40,NaN,NaN
1985,10,17,3,50,NaN,NaN
1985,10,17,4,00,NaN,NaN
1985,10,17,4,10,NaN,NaN
1985,10,17,4,20,NaN,NaN
1985,10,17,4,30,NaN,NaN
1985,10,17,4,40,NaN,NaN
1985,10,17,4,50,NaN,NaN
1985,10,17,5,00,NaN,NaN
1985,10,17,5,10,NaN,NaN
1985,10,17,5,20,NaN,NaN
1985,10,17,5,30,NaN,NaN
1985,10,17,5,40,NaN,NaN
1985,10,17,5,50,NaN,NaN
1985,10,17,6,00,NaN,NaN
1985,10,17,6,10,NaN,NaN
1985,10,17,6,20,NaN,NaN
1985,10,17,6,30,NaN,NaN
1985,10,17,6,40,NaN,NaN
1985,10,17,6,50,NaN,NaN
1985,10,17,7,00,NaN,NaN
1985,10,17,7,10,NaN,NaN
1985,10,17,7,20,NaN,NaN
1985,10,17,7,30,NaN,NaN
1985,10,17,7,40,NaN,NaN
1985,10,17,7,50,NaN,NaN
1985,10,17,8,00,NaN,NaN
1985,10,17,8,10,NaN,NaN
1985,10,17,8,20,NaN,NaN
1985,10,17,8,30,NaN,NaN
1985,10,17,8,40,NaN,NaN
1985,10,17,8,50,NaN,NaN
1985,10,17,9,00,NaN,NaN
1985,10,17,9,10,NaN,NaN
1985,10,17,9,20,NaN,NaN
1985,10,17,9,30,NaN,NaN
1985,10,17,9,40,NaN,NaN
1985,10,17,9,50,NaN,NaN
1985,10,17,10,00,NaN,NaN
1985,10,17,10,10,NaN,NaN
1985,10,17,10,20,NaN,NaN
1985,10,17,10,30,NaN,NaN
1985,10,17,10,40,NaN,NaN
1985,10,17,10,50,NaN,NaN
1985,10,17,11,00,NaN,NaN
1985,10,17,11,10,NaN,NaN
1985,10,17,11,20,NaN,NaN
1985,10,17,11,30,NaN,NaN
1985,10,17,11,40,NaN,NaN
1985,10,17,11,50,NaN,NaN
1985,10,17,12,00,NaN,NaN
1985,10,17,12,10,NaN,NaN
1985,10,17,12,20,NaN,NaN
1985,10,17,12,30,NaN,NaN
1985,10,17,12,40,NaN,NaN
1985,10,17,12,50,NaN,NaN
1985,10,17,13,00,NaN,NaN
1985,10,17,13,10,NaN,NaN
1985,10,17,13,20,NaN,NaN
1985,10,17,13,30,NaN,NaN
1985,10,17,13,40,NaN,NaN
1985,10,17,13,50,NaN,NaN
1985,10,17,14,00,NaN,NaN
1985,10,17,14,10,NaN,NaN
1985,10,17,14,20,NaN,NaN
1985,10,17,14,30,NaN,NaN
1985,10,17,14,40,NaN,NaN
1985,10,17,14,50,NaN,NaN
1985,10,17,15,00,NaN,NaN
1985,10,17,15,10,NaN,NaN
1985,10,17,15,20,NaN,NaN
1985,10,17,15,30,NaN,NaN
1985,10,17,15,40,NaN,NaN
1985,10,17,15,50,NaN,NaN
1985,10,17,16,00,NaN,NaN
1985,10,17,16,10,NaN,NaN
1985,10,17,16,20,NaN,NaN
1985,10,17,16,30,NaN,NaN
1985,10,17,16,40,NaN,NaN
1985,10,17,16,50,NaN,NaN
1985,10,17,17,00,NaN,NaN
1985,10,17,17,10,NaN,NaN
1985,10,17,17,20,NaN,NaN
1985,10,17,17,30,NaN,NaN
1985,10,17,17,40,NaN,NaN
1985,10,17,17,50,NaN,NaN
1985,10,17,18,00,NaN,NaN
1985,10,17,18,10,NaN,NaN
1985,10,17,18,20,NaN,NaN
1985,10,17,18,30,NaN,NaN
1985,10,17,18,40,NaN,NaN
1985,10,17,18,50,NaN,NaN
1985,10,17,19,00,NaN,NaN
1985,10,17,19,10,NaN,NaN
1985,10,17,19,20,NaN,NaN
1985,10,17,19,30,NaN,NaN
1985,10,17,19,40,NaN,NaN
1985,10,17,19,50,NaN,NaN
1985,10,17,20,00,NaN,NaN
1985,10,17,20,10,NaN,NaN
1985,10,17,20,20,NaN,NaN
1985,10,17,20,30,NaN,NaN
1985,10,17,20,40,NaN,NaN
1985,10,17,20,50,NaN,NaN
1985,10,17,21,00,NaN,NaN
1985,10,17,21,10,NaN,NaN
1985,10,17,21,20,NaN,NaN
1985,10,17,21,30,NaN,NaN
1985,10,17,21,40,NaN,NaN
1985,10,17,21,50,NaN,NaN
1985,10,17,22,00,NaN,NaN
1985,10,17,22,10,NaN,NaN
1985,10,17,22,20,NaN,NaN
1985,10,17,22,30,NaN,NaN
1985,10,17,22,40,NaN,NaN
1985,10,17,22,50,NaN,NaN
1985,10,17,23,00,NaN,NaN
1985,10,17,23,10,NaN,NaN
1985,10,17,23,20,NaN,NaN
1985,10,17,23,30,NaN,NaN
1985,10,17,23,40,NaN,NaN
1985,10,17,23,50,NaN,NaN
1985,10,18,0,00,NaN,NaN
1985,10,18,0,10,NaN,NaN
1985,10,18,0,20,NaN,NaN
1985,10,18,0,30,NaN,NaN
1985,10,18,0,40,NaN,NaN
1985,10,18,0,50,NaN,NaN
1985,10,18,1,00,NaN,NaN
1985,10,18,1,10,NaN,NaN
1985,10,18,1,20,NaN,NaN
1985,10,18,1,30,NaN,NaN
1985,10,18,1,40,NaN,NaN
1985,10,18,1,50,NaN,NaN
1985,10,18,2,00,NaN,NaN
1985,10,18,2,10,NaN,NaN
1985,10,18,2,20,NaN,NaN
1985,10,18,2,30,NaN,NaN
1985,10,18,2,40,NaN,NaN
1985,10,18,2,50,NaN,NaN
1985,10,18,3,00,NaN,NaN
1985,10,18,3,10,NaN,NaN
1985,10,18,3,20,NaN,NaN
1985,10,18,3,30,NaN,NaN
1985,10,18,3,40,NaN,NaN
1985,10,18,3,50,NaN,NaN
1985,10,18,4,00,NaN,NaN
1985,10,18,4,10,NaN,NaN
1985,10,18,4,20,NaN,NaN
1985,10,18,4,30,NaN,NaN
1985,10,18,4,40,NaN,NaN
1985,10,18,4,50,NaN,NaN
1985,10,18,5,00,NaN,NaN
1985,10,18,5,10,NaN,NaN
1985,10,18,5,20,NaN,NaN
1985,10,18,5,30,NaN,NaN
1985,10,18,5,40,NaN,NaN
1985,10,18,5,50,NaN,NaN
1985,10,18,6,00,NaN,NaN
1985,10,18,6,10,NaN,NaN
1985,10,18,6,20,NaN,NaN
1985,10,18,6,30,NaN,NaN
1985,10,18,6,40,NaN,NaN
1985,10,18,6,50,NaN,NaN
1985,10,18,7,00,NaN,NaN
1985,10,18,7,10,NaN,NaN
1985,10,18,7,20,NaN,NaN
1985,10,18,7,30,NaN,NaN
1985,10,18,7,40,NaN,NaN
1985,10,18,7,50,NaN,NaN
1985,10,18,8,00,NaN,NaN
1985,10,18,8,10,NaN,NaN
1985,10,18,8,20,NaN,NaN
1985,10,18,8,30,NaN,NaN
1985,10,18,8,40,NaN,NaN
1985,10,18,8,50,NaN,NaN
1985,10,18,9,00,NaN,NaN
1985,10,18,9,10,NaN,NaN
1985,10,18,9,20,NaN,NaN
1985,10,18,9,30,NaN,NaN
1985,10,18,9,40,NaN,NaN
1985,10,18,9,50,NaN,NaN
1985,10,18,10,00,NaN,NaN
1985,10,18,10,10,NaN,NaN
1985,10,18,10,20,NaN,NaN
1985,10,18,10,30,NaN,NaN
1985,10,18,10,40,NaN,NaN
1985,10,18,10,50,NaN,NaN
1985,10,18,11,00,NaN,NaN
1985,10,18,11,10,NaN,NaN
1985,10,18,11,20,NaN,NaN
1985,10,18,11,30,NaN,NaN
1985,10,18,11,40,NaN,NaN
1985,10,18,11,50,NaN,NaN
1985,10,18,12,00,NaN,NaN
1985,10,18,12,10,NaN,NaN
1985,10,18,12,20,NaN,NaN
1985,10,18,12,30,NaN,NaN
1985,10,18,12,40,NaN,NaN
1985,10,18,12,50,NaN,NaN
1985,10,18,13,00,NaN,NaN
1985,10,18,13,10,NaN,NaN
1985,10,18,13,20,NaN,NaN
1985,10,18,13,30,NaN,NaN
1985,10,18,13,40,NaN,NaN
1985,10,18,13,50,NaN,NaN
1985,10,18,14,00,NaN,NaN
1985,10,18,14,10,NaN,NaN
1985,10,18,14,20,NaN,NaN
1985,10,18,14,30,NaN,NaN
1985,10,18,14,40,NaN,NaN
1985,10,18,14,50,NaN,NaN
1985,10,18,15,00,NaN,NaN
1985,10,18,15,10,NaN,NaN
1985,10,18,15,20,NaN,NaN
1985,10,18,15,30,NaN,NaN
1985,10,18,15,40,NaN,NaN
1985,10,18,15,50,NaN,NaN
1985,10,18,16,00,NaN,NaN
1985,10,18,16,10,NaN,NaN
1985,10,18,16,20,NaN,NaN
1985,10,18,16,30,NaN,NaN
1985,10,18,16,40,NaN,NaN
1985,10,18,16,50,NaN,NaN
1985,10,18,17,00,NaN,NaN
1985,10,18,17,10,NaN,NaN
1985,10,18,17,20,NaN,NaN
1985,10,18,17,30,NaN,NaN
1985,10,18,17,40,NaN,NaN
1985,10,18,17,50,NaN,NaN
1985,10,18,18,00,NaN,NaN
1985,10,18,18,10,NaN,NaN
1985,10,18,18,20,NaN,NaN
1985,10,18,18,30,NaN,NaN
1985,10,18,18,40,NaN,NaN
1985,10,18,18,50,NaN,NaN
1985,10,18,19,00,NaN,NaN
1985,10,18,19,10,NaN,NaN
1985,10,18,19,20,NaN,NaN
1985,10,18,19,30,NaN,NaN
1985,10,18,19,40,NaN,NaN
1985,10,18,19,50,NaN,NaN
1985,10,18,20,00,NaN,NaN
1985,10,18,20,10,NaN,NaN
1985,10,18,20,20,NaN,NaN
1985,10,18,20,30,NaN,NaN
1985,10,18,20,40,NaN,NaN
1985,10,18,20,50,NaN,NaN
1985,10,18,21,00,NaN,NaN
1985,10,18,21,10,NaN,NaN
1985,10,18,21,20,NaN,NaN
1985,10,18,21,30,NaN,NaN
1985,10,18,21,40,NaN,NaN
1985,10,18,21,50,NaN,NaN
1985,10,18,22,00,NaN,NaN
1985,10,18,22,10,NaN,NaN
1985,10,18,22,20,NaN,NaN
1985,10,18,22,30,NaN,NaN
1985,10,18,22,40,NaN,NaN
1985,10,18,22,50,NaN,NaN
1985,10,18,23,00,NaN,NaN
1985,10,18,23,10,NaN,NaN
1985,10,18,23,20,NaN,NaN
1985,10,18,23,30,NaN,NaN
1985,10,18,23,40,NaN,NaN
1985,10,18,23,50,NaN,NaN
1985,10,19,0,00,NaN,NaN
1985,10,19,0,10,NaN,NaN
1985,10,19,0,20,NaN,NaN
1985,10,19,0,30,NaN,NaN
1985,10,19,0,40,NaN,NaN
1985,10,19,0,50,NaN,NaN
1985,10,19,1,00,NaN,NaN
1985,10,19,1,10,NaN,NaN
1985,10,19,1,20,NaN,NaN
1985,10,19,1,30,NaN,NaN
1985,10,19,1,40,NaN,NaN
1985,10,19,1,50,NaN,NaN
1985,10,19,2,00,NaN,NaN
1985,10,19,2,10,NaN,NaN
1985,10,19,2,20,NaN,NaN
1985,10,19,2,30,NaN,NaN
1985,10,19,2,40,NaN,NaN
1985,10,19,2,50,NaN,NaN
1985,10,19,3,00,NaN,NaN
1985,10,19,3,10,NaN,NaN
1985,10,19,3,20,NaN,NaN
1985,10,19,3,30,NaN,NaN
1985,10,19,3,40,NaN,NaN
1985,10,19,3,50,NaN,NaN
1985,10,19,4,00,NaN,NaN
1985,10,19,4,10,NaN,NaN
1985,10,19,4,20,NaN,NaN
1985,10,19,4,30,NaN,NaN
1985,10,19,4,40,NaN,NaN
1985,10,19,4,50,NaN,NaN
1985,10,19,5,00,NaN,NaN
1985,10,19,5,10,NaN,NaN
1985,10,19,5,20,NaN,NaN
1985,10,19,5,30,NaN,NaN
1985,10,19,5,40,NaN,NaN
1985,10,19,5,50,NaN,NaN
1985,10,19,6,00,NaN,NaN
1985,10,19,6,10,NaN,NaN
1985,10,19,6,20,NaN,NaN
1985,10,19,6,30,NaN,NaN
1985,10,19,6,40,NaN,NaN
1985,10,19,6,50,NaN,NaN
1985,10,19,7,00,NaN,NaN
1985,10,19,7,10,NaN,NaN
1985,10,19,7,20,NaN,NaN
1985,10,19,7,30,NaN,NaN
1985,10,19,7,40,NaN,NaN
1985,10,19,7,50,NaN,NaN
1985,10,19,8,00,NaN,NaN
1985,10,19,8,10,NaN,NaN
1985,10,19,8,20,NaN,NaN
1985,10,19,8,30,NaN,NaN
1985,10,19,8,40,NaN,NaN
1985,10,19,8,50,NaN,NaN
1985,10,19,9,00,NaN,NaN
1985,10,19,9,10,NaN,NaN
1985,10,19,9,20,NaN,NaN
1985,10,19,9,30,NaN,NaN
1985,10,19,9,40,NaN,NaN
1985,10,19,9,50,NaN,NaN
1985,10,19,10,00,NaN,NaN
1985,10,19,10,10,NaN,NaN
1985,10,19,10,20,NaN,NaN
1985,10,19,10,30,NaN,NaN
1985,10,19,10,40,NaN,NaN
1985,10,19,10,50,NaN,NaN
1985,10,19,11,00,NaN,NaN
1985,10,19,11,10,NaN,NaN
1985,10,19,11,20,NaN,NaN
1985,10,19,11,30,NaN,NaN
1985,10,19,11,40,NaN,NaN
1985,10,19,11,50,NaN,NaN
1985,10,19,12,00,NaN,NaN
1985,10,19,12,10,NaN,NaN
1985,10,19,12,20,NaN,NaN
1985,10,19,12,30,NaN,NaN
1985,10,19,12,40,NaN,NaN
1985,10,19,12,50,NaN,NaN
1985,10,19,13,00,NaN,NaN
1985,10,19,13,10,NaN,NaN
1985,10,19,13,20,NaN,NaN
1985,10,19,13,30,NaN,NaN
1985,10,19,13,40,NaN,NaN
1985,10,19,13,50,NaN,NaN
1985,10,19,14,00,NaN,NaN
1985,10,19,14,10,NaN,NaN
1985,10,19,14,20,NaN,NaN
1985,10,19,14,30,NaN,NaN
1985,10,19,14,40,NaN,NaN
1985,10,19,14,50,NaN,NaN
1985,10,19,15,00,NaN,NaN
1985,10,19,15,10,NaN,NaN
1985,10,19,15,20,NaN,NaN
1985,10,19,15,30,NaN,NaN
1985,10,19,15,40,NaN,NaN
1985,10,19,15,50,NaN,NaN
1985,10,19,16,00,NaN,NaN
1985,10,19,16,10,NaN,NaN
1985,10,19,16,20,NaN,NaN
1985,10,19,16,30,NaN,NaN
1985,10,19,16,40,NaN,NaN
1985,10,19,16,50,NaN,NaN
1985,10,19,17,00,NaN,NaN
1985,10,19,17,10,NaN,NaN
1985,10,19,17,20,NaN,NaN
1985,10,19,17,30,NaN,NaN
1985,10,19,17,40,NaN,NaN
1985,10,19,17,50,NaN,NaN
1985,10,19,18,00,NaN,NaN
1985,10,19,18,10,NaN,NaN
1985,10,19,18,20,NaN,NaN
1985,10,19,18,30,NaN,NaN
1985,10,19,18,40,NaN,NaN
1985,10,19,18,50,NaN,NaN
1985,10,19,19,00,NaN,NaN
1985,10,19,19,10,NaN,NaN
1985,10,19,19,20,NaN,NaN
1985,10,19,19,30,NaN,NaN
1985,10,19,19,40,NaN,NaN
1985,10,19,19,50,NaN,NaN
1985,10,19,20,00,NaN,NaN
1985,10,19,20,10,NaN,NaN
1985,10,19,20,20,NaN,NaN
1985,10,19,20,30,NaN,NaN
1985,10,19,20,40,NaN,NaN
1985,10,19,20,50,NaN,NaN
1985,10,19,21,00,NaN,NaN
1985,10,19,21,10,NaN,NaN
1985,10,19,21,20,NaN,NaN
1985,10,19,21,30,NaN,NaN
1985,10,19,21,40,NaN,NaN
1985,10,19,21,50,NaN,NaN
1985,10,19,22,00,NaN,NaN
1985,10,19,22,10,NaN,NaN
1985,10,19,22,20,NaN,NaN
1985,10,19,22,30,NaN,NaN
1985,10,19,22,40,NaN,NaN
1985,10,19,22,50,NaN,NaN
1985,10,19,23,00,NaN,NaN
1985,10,19,23,10,NaN,NaN
1985,10,19,23,20,NaN,NaN
1985,10,19,23,30,NaN,NaN
1985,10,19,23,40,NaN,NaN
1985,10,19,23,50,NaN,NaN
1985,10,20,0,00,NaN,NaN
1985,10,20,0,10,NaN,NaN
1985,10,20,0,20,NaN,NaN
1985,10,20,0,30,NaN,NaN
1985,10,20,0,40,NaN,NaN
1985,10,20,0,50,NaN,NaN
1985,10,20,1,00,NaN,NaN
1985,10,20,1,10,NaN,NaN
1985,10,20,1,20,NaN,NaN
1985,10,20,1,30,NaN,NaN
1985,10,20,1,40,NaN,NaN
1985,10,20,1,50,NaN,NaN
1985,10,20,2,00,NaN,NaN
1985,10,20,2,10,NaN,NaN
1985,10,20,2,20,NaN,NaN
1985,10,20,2,30,NaN,NaN
1985,10,20,2,40,NaN,NaN
1985,10,20,2,50,NaN,NaN
1985,10,20,3,00,NaN,NaN
1985,10,20,3,10,NaN,NaN
1985,10,20,3,20,NaN,NaN
1985,10,20,3,30,NaN,NaN
1985,10,20,3,40,NaN,NaN
1985,10,20,3,50,NaN,NaN
1985,10,20,4,00,NaN,NaN
1985,10,20,4,10,NaN,NaN
1985,10,20,4,20,NaN,NaN
1985,10,20,4,30,NaN,NaN
1985,10,20,4,40,NaN,NaN
1985,10,20,4,50,NaN,NaN
1985,10,20,5,00,NaN,NaN
1985,10,20,5,10,NaN,NaN
1985,10,20,5,20,NaN,NaN
1985,10,20,5,30,NaN,NaN
1985,10,20,5,40,NaN,NaN
1985,10,20,5,50,NaN,NaN
1985,10,20,6,00,NaN,NaN
1985,10,20,6,10,NaN,NaN
1985,10,20,6,20,NaN,NaN
1985,10,20,6,30,NaN,NaN
1985,10,20,6,40,NaN,NaN
1985,10,20,6,50,NaN,NaN
1985,10,20,7,00,NaN,NaN
1985,10,20,7,10,NaN,NaN
1985,10,20,7,20,NaN,NaN
1985,10,20,7,30,NaN,NaN
1985,10,20,7,40,NaN,NaN
1985,10,20,7,50,NaN,NaN
1985,10,20,8,00,NaN,NaN
1985,10,20,8,10,NaN,NaN
1985,10,20,8,20,NaN,NaN
1985,10,20,8,30,NaN,NaN
1985,10,20,8,40,NaN,NaN
1985,10,20,8,50,NaN,NaN
1985,10,20,9,00,NaN,NaN
1985,10,20,9,10,NaN,NaN
1985,10,20,9,20,NaN,NaN
1985,10,20,9,30,NaN,NaN
1985,10,20,9,40,NaN,NaN
1985,10,20,9,50,NaN,NaN
1985,10,20,10,00,NaN,NaN
1985,10,20,10,10,NaN,NaN
1985,10,20,10,20,NaN,NaN
1985,10,20,10,30,NaN,NaN
1985,10,20,10,40,NaN,NaN
1985,10,20,10,50,NaN,NaN
1985,10,20,11,00,NaN,NaN
1985,10,20,11,10,NaN,NaN
1985,10,20,11,20,NaN,NaN
1985,10,20,11,30,NaN,NaN
1985,10,20,11,40,NaN,NaN
1985,10,20,11,50,NaN,NaN
1985,10,20,12,00,NaN,NaN
1985,10,20,12,10,NaN,NaN
1985,10,20,12,20,NaN,NaN
1985,10,20,12,30,NaN,NaN
1985,10,20,12,40,NaN,NaN
1985,10,20,12,50,NaN,NaN
1985,10,20,13,00,NaN,NaN
1985,10,20,13,10,NaN,NaN
1985,10,20,13,20,NaN,NaN
1985,10,20,13,30,NaN,NaN
1985,10,20,13,40,NaN,NaN
1985,10,20,13,50,NaN,NaN
1985,10,20,14,00,NaN,NaN
1985,10,20,14,10,NaN,NaN
1985,10,20,14,20,NaN,NaN
1985,10,20,14,30,NaN,NaN
1985,10,20,14,40,NaN,NaN
1985,10,20,14,50,NaN,NaN
1985,10,20,15,00,NaN,NaN
1985,10,20,15,10,NaN,NaN
1985,10,20,15,20,NaN,NaN
1985,10,20,15,30,NaN,NaN
1985,10,20,15,40,NaN,NaN
1985,10,20,15,50,NaN,NaN
1985,10,20,16,00,NaN,NaN
1985,10,20,16,10,NaN,NaN
1985,10,20,16,20,NaN,NaN
1985,10,20,16,30,NaN,NaN
1985,10,20,16,40,NaN,NaN
1985,10,20,16,50,NaN,NaN
1985,10,20,17,00,NaN,NaN
1985,10,20,17,10,NaN,NaN
1985,10,20,17,20,NaN,NaN
1985,10,20,17,30,NaN,NaN
1985,10,20,17,40,NaN,NaN
1985,10,20,17,50,NaN,NaN
1985,10,20,18,00,NaN,NaN
1985,10,20,18,10,NaN,NaN
1985,10,20,18,20,NaN,NaN
1985,10,20,18,30,NaN,NaN
1985,10,20,18,40,NaN,NaN
1985,10,20,18,50,NaN,NaN
1985,10,20,19,00,NaN,NaN
1985,10,20,19,10,NaN,NaN
1985,10,20,19,20,NaN,NaN
1985,10,20,19,30,NaN,NaN
1985,10,20,19,40,NaN,NaN
1985,10,20,19,50,NaN,NaN
1985,10,20,20,00,NaN,NaN
1985,10,20,20,10,NaN,NaN
1985,10,20,20,20,NaN,NaN
1985,10,20,20,30,NaN,NaN
1985,10,20,20,40,NaN,NaN
1985,10,20,20,50,NaN,NaN
1985,10,20,21,00,NaN,NaN
1985,10,20,21,10,NaN,NaN
1985,10,20,21,20,NaN,NaN
1985,10,20,21,30,NaN,NaN
1985,10,20,21,40,NaN,NaN
1985,10,20,21,50,NaN,NaN
1985,10,20,22,00,NaN,NaN
1985,10,20,22,10,NaN,NaN
1985,10,20,22,20,NaN,NaN
1985,10,20,22,30,NaN,NaN
1985,10,20,22,40,NaN,NaN
1985,10,20,22,50,NaN,NaN
1985,10,20,23,00,NaN,NaN
1985,10,20,23,10,NaN,NaN
1985,10,20,23,20,NaN,NaN
1985,10,20,23,30,NaN,NaN
1985,10,20,23,40,NaN,NaN
1985,10,20,23,50,NaN,NaN
1985,10,21,0,00,NaN,NaN
1985,10,21,0,10,NaN,NaN
1985,10,21,0,20,NaN,NaN
1985,10,21,0,30,NaN,NaN
1985,10,21,0,40,NaN,NaN
1985,10,21,0,50,NaN,NaN
1985,10,21,1,00,NaN,NaN
1985,10,21,1,10,NaN,NaN
1985,10,21,1,20,NaN,NaN
1985,10,21,1,30,NaN,NaN
1985,10,21,1,40,NaN,NaN
1985,10,21,1,50,NaN,NaN
1985,10,21,2,00,NaN,NaN
1985,10,21,2,10,NaN,NaN
1985,10,21,2,20,NaN,NaN
1985,10,21,2,30,NaN,NaN
1985,10,21,2,40,NaN,NaN
1985,10,21,2,50,NaN,NaN
1985,10,21,3,00,NaN,NaN
1985,10,21,3,10,NaN,NaN
1985,10,21,3,20,NaN,NaN
1985,10,21,3,30,NaN,NaN
1985,10,21,3,40,NaN,NaN
1985,10,21,3,50,NaN,NaN
1985,10,21,4,00,NaN,NaN
1985,10,21,4,10,NaN,NaN
1985,10,21,4,20,NaN,NaN
1985,10,21,4,30,NaN,NaN
1985,10,21,4,40,NaN,NaN
1985,10,21,4,50,NaN,NaN
1985,10,21,5,00,NaN,NaN
1985,10,21,5,10,NaN,NaN
1985,10,21,5,20,NaN,NaN
1985,10,21,5,30,NaN,NaN
1985,10,21,5,40,NaN,NaN
1985,10,21,5,50,NaN,NaN
1985,10,21,6,00,NaN,NaN
1985,10,21,6,10,NaN,NaN
1985,10,21,6,20,NaN,NaN
1985,10,21,6,30,NaN,NaN
1985,10,21,6,40,NaN,NaN
1985,10,21,6,50,NaN,NaN
1985,10,21,7,00,NaN,NaN
1985,10,21,7,10,NaN,NaN
1985,10,21,7,20,NaN,NaN
1985,10,21,7,30,NaN,NaN
1985,10,21,7,40,NaN,NaN
1985,10,21,7,50,NaN,NaN
1985,10,21,8,00,NaN,NaN
1985,10,21,8,10,NaN,NaN
1985,10,21,8,20,NaN,NaN
1985,10,21,8,30,NaN,NaN
1985,10,21,8,40,NaN,NaN
1985,10,21,8,50,NaN,NaN
1985,10,21,9,00,NaN,NaN
1985,10,21,9,10,NaN,NaN
1985,10,21,9,20,NaN,NaN
1985,10,21,9,30,NaN,NaN
1985,10,21,9,40,NaN,NaN
1985,10,21,9,50,NaN,NaN
1985,10,21,10,00,NaN,NaN
1985,10,21,10,10,NaN,NaN
1985,10,21,10,20,NaN,NaN
1985,10,21,10,30,NaN,NaN
1985,10,21,10,40,NaN,NaN
1985,10,21,10,50,NaN,NaN
1985,10,21,11,00,NaN,NaN
1985,10,21,11,10,NaN,NaN
1985,10,21,11,20,NaN,NaN
1985,10,21,11,30,NaN,NaN
1985,10,21,11,40,NaN,NaN
1985,10,21,11,50,NaN,NaN
1985,10,21,12,00,NaN,NaN
1985,10,21,12,10,NaN,NaN
1985,10,21,12,20,NaN,NaN
1985,10,21,12,30,NaN,NaN
1985,10,21,12,40,NaN,NaN
1985,10,21,12,50,NaN,NaN
1985,10,21,13,00,NaN,NaN
1985,10,21,13,10,NaN,NaN
1985,10,21,13,20,NaN,NaN
1985,10,21,13,30,NaN,NaN
1985,10,21,13,40,NaN,NaN
1985,10,21,13,50,NaN,NaN
1985,10,21,14,00,NaN,NaN
1985,10,21,14,10,NaN,NaN
1985,10,21,14,20,NaN,NaN
1985,10,21,14,30,NaN,NaN
1985,10,21,14,40,NaN,NaN
1985,10,21,14,50,NaN,NaN
1985,10,21,15,00,NaN,NaN
1985,10,21,15,10,NaN,NaN
1985,10,21,15,20,NaN,NaN
1985,10,21,15,30,NaN,NaN
