#Coordinate, 61.46667_2.16667
YY,MM,DD,HH,Min,CD317,CS317
1984,10,7,7,20,120.7,3.6
1984,10,7,7,30,140.9,1
1984,10,7,7,40,142,1
1984,10,7,7,50,133.8,5.1
1984,10,7,8,00,135.2,4.8
1984,10,7,8,10,149.8,5.7
1984,10,7,8,20,151.9,5.4
1984,10,7,8,30,144.6,3.2
1984,10,7,8,40,160.6,3.5
1984,10,7,8,50,176.1,5.1
1984,10,7,9,00,184.7,5.4
1984,10,7,9,10,191.2,5.1
1984,10,7,9,20,192,5.4
1984,10,7,9,30,199,4.5
1984,10,7,9,40,186.4,4.5
1984,10,7,9,50,195.1,3.9
1984,10,7,10,00,205.3,5.1
1984,10,7,10,10,204.9,4.8
1984,10,7,10,20,219.6,4.2
1984,10,7,10,30,236.8,4.2
1984,10,7,10,40,247.5,7
1984,10,7,10,50,260.1,6
1984,10,7,11,00,277.1,6.4
1984,10,7,11,10,284.5,7.3
1984,10,7,11,20,277.5,7.6
1984,10,7,11,30,282,7
1984,10,7,11,40,285.2,7
1984,10,7,11,50,290.4,8.2
1984,10,7,12,00,299.2,7.6
1984,10,7,12,10,304.8,6.4
1984,10,7,12,20,320.1,5.7
1984,10,7,12,30,327.4,6
1984,10,7,12,40,327.1,5.4
1984,10,7,12,50,323.3,4.8
1984,10,7,13,00,325,4.2
1984,10,7,13,10,328.9,5.1
1984,10,7,13,20,331.3,5.4
1984,10,7,13,30,329.6,4.8
1984,10,7,13,40,336.6,2.9
1984,10,7,13,50,329.8,2.9
1984,10,7,14,00,330.9,2.6
1984,10,7,14,10,335.9,1.7
1984,10,7,14,20,335.7,1.1
1984,10,7,14,30,335,1
1984,10,7,14,40,355.8,1
1984,10,7,14,50,11.2,2.9
1984,10,7,15,00,9.1,2.6
1984,10,7,15,10,357.3,1.7
1984,10,7,15,20,8.9,1
1984,10,7,15,30,33.3,1
1984,10,7,15,40,41.9,1.7
1984,10,7,15,50,45.1,2.3
1984,10,7,16,00,47,1.4
1984,10,7,16,10,59.2,1.7
1984,10,7,16,20,58.4,2.3
1984,10,7,16,30,63.4,1.1
1984,10,7,16,40,74,1
1984,10,7,16,50,84.9,2.9
1984,10,7,17,00,92.2,3.5
1984,10,7,17,10,91.4,2.3
1984,10,7,17,20,105.1,3.6
1984,10,7,17,30,101.9,5.1
1984,10,7,17,40,100.9,4.8
1984,10,7,17,50,108.3,5.4
1984,10,7,18,00,120.4,6.7
1984,10,7,18,10,126.8,7.9
1984,10,7,18,20,124.3,8.9
1984,10,7,18,30,119.4,8.5
1984,10,7,18,40,125,8.6
1984,10,7,18,50,125.3,9.5
1984,10,7,19,00,122.9,10.7
1984,10,7,19,10,126.1,10.7
1984,10,7,19,20,132.7,10.4
1984,10,7,19,30,140.8,10.7
1984,10,7,19,40,152.9,12
1984,10,7,19,50,156.8,13.9
1984,10,7,20,00,159.6,14.5
1984,10,7,20,10,158.5,13.6
1984,10,7,20,20,159.2,13.2
1984,10,7,20,30,163.8,13.9
1984,10,7,20,40,169.3,15.4
1984,10,7,20,50,177.1,15.7
1984,10,7,21,00,180.8,16.1
1984,10,7,21,10,184.4,15.7
1984,10,7,21,20,188.2,16.1
1984,10,7,21,30,191,15.4
1984,10,7,21,40,194.5,15.4
1984,10,7,21,50,193.7,14.8
1984,10,7,22,00,194.1,15.1
1984,10,7,22,10,197.6,15.1
1984,10,7,22,20,201.4,14.5
1984,10,7,22,30,201.8,12
1984,10,7,22,40,203.5,11.4
1984,10,7,22,50,203.9,11
1984,10,7,23,00,196.9,11.4
1984,10,7,23,10,192.7,11.1
1984,10,7,23,20,200.7,11.4
1984,10,7,23,30,198.6,11.4
1984,10,7,23,40,195.5,10.7
1984,10,7,23,50,195.8,9.5
1984,10,8,0,00,200.7,9.5
1984,10,8,0,10,200.1,9.2
1984,10,8,0,20,199.3,8.6
1984,10,8,0,30,182.9,6.7
1984,10,8,0,40,168.3,4.2
1984,10,8,0,50,162.9,2.6
1984,10,8,1,00,170.4,2.6
1984,10,8,1,10,165.2,4.5
1984,10,8,1,20,163.1,4.2
1984,10,8,1,30,152.6,3.5
1984,10,8,1,40,148.8,1.7
1984,10,8,1,50,146.1,1.1
1984,10,8,2,00,141.6,1.1
1984,10,8,2,10,113.7,1
1984,10,8,2,20,137.5,1.1
1984,10,8,2,30,114.2,1.1
1984,10,8,2,40,238.4,1
1984,10,8,2,50,235.4,1
1984,10,8,3,00,166.2,1
1984,10,8,3,10,150.3,1
1984,10,8,3,20,153.4,1.1
1984,10,8,3,30,146.1,1.1
1984,10,8,3,40,150.3,1
1984,10,8,3,50,150.3,1
1984,10,8,4,00,131.6,1.1
1984,10,8,4,10,126.8,2
1984,10,8,4,20,116.6,3.9
1984,10,8,4,30,114.2,5.7
1984,10,8,4,40,104.4,9.5
1984,10,8,4,50,106.5,11.1
1984,10,8,5,00,108.6,10.7
1984,10,8,5,10,110.7,11.7
1984,10,8,5,20,105.8,12
1984,10,8,5,30,110.7,13.6
1984,10,8,5,40,111.4,13.6
1984,10,8,5,50,109.6,12.9
1984,10,8,6,00,111.4,13.6
1984,10,8,6,10,114.9,13.9
1984,10,8,6,20,117,14.5
1984,10,8,6,30,121.9,15.1
1984,10,8,6,40,126.1,14.8
1984,10,8,6,50,124.7,17
1984,10,8,7,00,126.1,17.3
1984,10,8,7,10,126.4,18.2
1984,10,8,7,20,127.5,19.2
1984,10,8,7,30,126.7,20.1
1984,10,8,7,40,128.2,18.9
1984,10,8,7,50,128.8,18.6
1984,10,8,8,00,131.6,17.6
1984,10,8,8,10,135.8,17
1984,10,8,8,20,140,16.1
1984,10,8,8,30,137.9,15.7
1984,10,8,8,40,136.9,17.6
1984,10,8,8,50,142.8,17
1984,10,8,9,00,147,17.3
1984,10,8,9,10,147,17.6
1984,10,8,9,20,142.1,16.1
1984,10,8,9,30,148.1,15.7
1984,10,8,9,40,149.1,15.1
1984,10,8,9,50,158.2,15.7
1984,10,8,10,00,165.2,14.2
1984,10,8,10,10,170.4,12
1984,10,8,10,20,169,10.7
1984,10,8,10,30,172.2,9.5
1984,10,8,10,40,178.1,8.2
1984,10,8,10,50,190.6,8.9
1984,10,8,11,00,204.2,9.2
1984,10,8,11,10,206.3,8.9
1984,10,8,11,20,213.3,8.9
1984,10,8,11,30,220.3,8.9
1984,10,8,11,40,212.6,7.9
1984,10,8,11,50,215,6.7
1984,10,8,12,00,218.2,6.7
1984,10,8,12,10,232.5,6.4
1984,10,8,12,20,239.9,5.4
1984,10,8,12,30,236.1,4.8
1984,10,8,12,40,242.7,4.2
1984,10,8,12,50,261.5,4.8
1984,10,8,13,00,283.1,4.2
1984,10,8,13,10,309.3,3.6
1984,10,8,13,20,324,2.6
1984,10,8,13,30,324,3.2
1984,10,8,13,40,330.6,4.2
1984,10,8,13,50,315.2,4.8
1984,10,8,14,00,309.3,4.8
1984,10,8,14,10,317,6.7
1984,10,8,14,20,311.4,6.4
1984,10,8,14,30,316.6,5.7
1984,10,8,14,40,337.6,5.7
1984,10,8,14,50,349.1,7.6
1984,10,8,15,00,0.2,8.9
1984,10,8,15,10,16.8,8.6
1984,10,8,15,20,14,9.2
1984,10,8,15,30,21.3,10.4
1984,10,8,15,40,26.3,11.1
1984,10,8,15,50,50.3,11.4
1984,10,8,16,00,54.9,10.7
1984,10,8,16,10,46.8,10.4
1984,10,8,16,20,43.7,9.2
1984,10,8,16,30,56.3,9.8
1984,10,8,16,40,61.1,11.1
1984,10,8,16,50,64.6,10.7
1984,10,8,17,00,64.3,9.8
1984,10,8,17,10,63.2,10.4
1984,10,8,17,20,67.8,11.1
1984,10,8,17,30,69.6,9.8
1984,10,8,17,40,74.8,9.2
1984,10,8,17,50,73,8.6
1984,10,8,18,00,86.3,9.5
1984,10,8,18,10,90.8,11.1
1984,10,8,18,20,91.1,10.7
1984,10,8,18,30,100.6,10.4
1984,10,8,18,40,102.3,11.1
1984,10,8,18,50,102.7,11.1
1984,10,8,19,00,110.4,11.7
1984,10,8,19,10,117.7,12.3
1984,10,8,19,20,126.1,12.9
1984,10,8,19,30,149.1,13.6
1984,10,8,19,40,150.5,12.3
1984,10,8,19,50,158.9,11.7
1984,10,8,20,00,162,11.1
1984,10,8,20,10,152.6,12.3
1984,10,8,20,20,151.2,14.2
1984,10,8,20,30,155.1,14.2
1984,10,8,20,40,155.4,17.9
1984,10,8,20,50,154.7,20.1
1984,10,8,21,00,150.5,17.3
1984,10,8,21,10,152.6,18.9
1984,10,8,21,20,152.2,19.5
1984,10,8,21,30,160,19.2
1984,10,8,21,40,161.3,18.2
1984,10,8,21,50,162.7,17.3
1984,10,8,22,00,161.7,17.6
1984,10,8,22,10,163.8,21.1
1984,10,8,22,20,166.2,23.9
1984,10,8,22,30,166.6,24.2
1984,10,8,22,40,172.1,25.4
1984,10,8,22,50,168.6,24.5
1984,10,8,23,00,178.8,24.8
1984,10,8,23,10,172.5,24.2
1984,10,8,23,20,169.7,22.9
1984,10,8,23,30,167.6,21.1
1984,10,8,23,40,179.1,21.4
1984,10,8,23,50,175.3,22
1984,10,9,0,00,172.1,23.3
1984,10,9,0,10,170.7,24.2
1984,10,9,0,20,185.7,23.9
1984,10,9,0,30,180.5,22.9
1984,10,9,0,40,181.9,21.4
1984,10,9,0,50,179.1,20.4
1984,10,9,1,00,173.9,21.4
1984,10,9,1,10,177.4,22.3
1984,10,9,1,20,180.8,20.7
1984,10,9,1,30,191.3,19.8
1984,10,9,1,40,182.9,17.6
1984,10,9,1,50,185.4,17
1984,10,9,2,00,178.8,17.9
1984,10,9,2,10,181.2,18.6
1984,10,9,2,20,190.3,17
1984,10,9,2,30,189.6,16.4
1984,10,9,2,40,185,14.8
1984,10,9,2,50,197.3,14.2
1984,10,9,3,00,186.1,11.4
1984,10,9,3,10,200,10.1
1984,10,9,3,20,195.5,8.9
1984,10,9,3,30,176.3,9.5
1984,10,9,3,40,167.3,9.8
1984,10,9,3,50,168.3,8.6
1984,10,9,4,00,173.9,5.7
1984,10,9,4,10,156.1,5.1
1984,10,9,4,20,150.2,5.4
1984,10,9,4,30,157.2,5.1
1984,10,9,4,40,150.1,6
1984,10,9,4,50,146,8.2
1984,10,9,5,00,133.1,5.7
1984,10,9,5,10,144.2,4.8
1984,10,9,5,20,141.8,4.5
1984,10,9,5,30,112.4,4.5
1984,10,9,5,40,86.3,5.4
1984,10,9,5,50,96,8.2
1984,10,9,6,00,108.6,10.7
1984,10,9,6,10,115.2,12.3
1984,10,9,6,20,112.1,13.6
1984,10,9,6,30,117.3,13.9
1984,10,9,6,40,110.4,14.2
1984,10,9,6,50,106.8,13.6
1984,10,9,7,00,115.6,14.5
1984,10,9,7,10,113.1,16.1
1984,10,9,7,20,112.8,17.6
1984,10,9,7,30,108.3,17
1984,10,9,7,40,117,18.6
1984,10,9,7,50,116.3,20.1
1984,10,9,8,00,133.4,22
1984,10,9,8,10,133,23.6
1984,10,9,8,20,137.6,23.3
1984,10,9,8,30,133,22
1984,10,9,8,40,133.1,21.1
1984,10,9,8,50,130.6,20.4
1984,10,9,9,00,129.2,20.4
1984,10,9,9,10,133.1,19.2
1984,10,9,9,20,137.9,21.1
1984,10,9,9,30,151.9,20.4
1984,10,9,9,40,151.9,21.7
1984,10,9,9,50,156.4,22
1984,10,9,10,00,155.4,22.6
1984,10,9,10,10,160.6,22.6
1984,10,9,10,20,156.1,23.2
1984,10,9,10,30,154.7,24.5
1984,10,9,10,40,154.3,23.2
1984,10,9,10,50,158.2,23.6
1984,10,9,11,00,156.8,23.2
1984,10,9,11,10,159.6,22
1984,10,9,11,20,158.2,21.7
1984,10,9,11,30,160.6,22.3
1984,10,9,11,40,161.7,22.3
1984,10,9,11,50,162,22.3
1984,10,9,12,00,163.1,21.4
1984,10,9,12,10,162.4,20.4
1984,10,9,12,20,162.7,19.8
1984,10,9,12,30,161.7,19.8
1984,10,9,12,40,164.5,19.5
1984,10,9,12,50,169,18.9
1984,10,9,13,00,168,17
1984,10,9,13,10,169.7,15.7
1984,10,9,13,20,173.2,14.8
1984,10,9,13,30,174.2,14.5
1984,10,9,13,40,173.2,14.5
1984,10,9,13,50,168.6,14.2
1984,10,9,14,00,166.9,14.2
1984,10,9,14,10,162,14.2
1984,10,9,14,20,159.2,13.2
1984,10,9,14,30,156.8,12
1984,10,9,14,40,153,11.4
1984,10,9,14,50,153.6,9.5
1984,10,9,15,00,148.4,7.6
1984,10,9,15,10,146.7,7
1984,10,9,15,20,149.8,6.7
1984,10,9,15,30,150.6,5.7
1984,10,9,15,40,139.3,6.4
1984,10,9,15,50,137.9,7.3
1984,10,9,16,00,132.3,7.3
1984,10,9,16,10,139.7,6.7
1984,10,9,16,20,140,6.4
1984,10,9,16,30,144.9,4.5
1984,10,9,16,40,129,1
1984,10,9,16,50,107.5,6
1984,10,9,17,00,102.7,8.9
1984,10,9,17,10,99.5,8.9
1984,10,9,17,20,92.2,8.9
1984,10,9,17,30,94.6,10.7
1984,10,9,17,40,88.4,11.1
1984,10,9,17,50,82.5,12.3
1984,10,9,18,00,82.5,13.2
1984,10,9,18,10,83.2,13.6
1984,10,9,18,20,76.9,14.8
1984,10,9,18,30,76.5,15.1
1984,10,9,18,40,79.3,15.4
1984,10,9,18,50,77.5,15.7
1984,10,9,19,00,77.6,14.8
1984,10,9,19,10,74.8,14.5
1984,10,9,19,20,74.8,16.1
1984,10,9,19,30,76.2,16.7
1984,10,9,19,40,82.8,17.3
1984,10,9,19,50,93.6,18.9
1984,10,9,20,00,97.4,19.5
1984,10,9,20,10,93.2,20.1
1984,10,9,20,20,93.6,21.4
1984,10,9,20,30,97.4,21.7
1984,10,9,20,40,102,22
1984,10,9,20,50,104.1,21.7
1984,10,9,21,00,107.6,22
1984,10,9,21,10,105.8,24.2
1984,10,9,21,20,109,24.5
1984,10,9,21,30,117,24.2
1984,10,9,21,40,120.8,24.5
1984,10,9,21,50,121.9,24.8
1984,10,9,22,00,123.6,23.2
1984,10,9,22,10,125.4,22.6
1984,10,9,22,20,130.6,22.6
1984,10,9,22,30,129.6,23.6
1984,10,9,22,40,123.6,24.5
1984,10,9,22,50,128.9,24.5
1984,10,9,23,00,126.8,24.2
1984,10,9,23,10,126.4,22.6
1984,10,9,23,20,130.3,22
1984,10,9,23,30,132.7,22.3
1984,10,9,23,40,130.6,23.6
1984,10,9,23,50,134.1,22.6
1984,10,10,0,00,135.1,21.7
1984,10,10,0,10,140,19.8
1984,10,10,0,20,144.2,17.3
1984,10,10,0,30,140.4,16.7
1984,10,10,0,40,137.6,16.7
1984,10,10,0,50,142.8,17.6
1984,10,10,1,00,148.8,16.1
1984,10,10,1,10,153.3,13.9
1984,10,10,1,20,163.1,12
1984,10,10,1,30,163.1,9.8
1984,10,10,1,40,175,10.7
1984,10,10,1,50,165.2,10.1
1984,10,10,2,00,171.8,9.5
1984,10,10,2,10,174.3,8.2
1984,10,10,2,20,177.8,7
1984,10,10,2,30,179.9,6.4
1984,10,10,2,40,181.1,7.6
1984,10,10,2,50,177.8,7.6
1984,10,10,3,00,174.6,6.7
1984,10,10,3,10,170.8,5.4
1984,10,10,3,20,159.9,4.8
1984,10,10,3,30,145.6,4.8
1984,10,10,3,40,139.4,4.8
1984,10,10,3,50,135.9,4.5
1984,10,10,4,00,121.8,3.9
1984,10,10,4,10,117,6.4
1984,10,10,4,20,112.8,7.3
1984,10,10,4,30,115.9,7.9
1984,10,10,4,40,115.2,9.5
1984,10,10,4,50,119.4,8.9
1984,10,10,5,00,145.9,8.6
1984,10,10,5,10,155.8,10.7
1984,10,10,5,20,158.2,10.4
1984,10,10,5,30,161.4,9.5
1984,10,10,5,40,159.6,9.5
1984,10,10,5,50,158.5,9.2
1984,10,10,6,00,154,10.4
1984,10,10,6,10,152.6,9.2
1984,10,10,6,20,149.8,7
1984,10,10,6,30,149.5,6
1984,10,10,6,40,146,5.7
1984,10,10,6,50,136.9,7
1984,10,10,7,00,125,7.9
1984,10,10,7,10,125.7,10.1
1984,10,10,7,20,122.2,11
1984,10,10,7,30,124,11.1
1984,10,10,7,40,121.9,11.1
1984,10,10,7,50,127.5,11.1
1984,10,10,8,00,127.1,11.4
1984,10,10,8,10,131,12.9
1984,10,10,8,20,130.6,14.2
1984,10,10,8,30,138.3,14.5
1984,10,10,8,40,139.3,14.8
1984,10,10,8,50,144.9,15.4
1984,10,10,9,00,149.5,15.7
1984,10,10,9,10,152.2,16.1
1984,10,10,9,20,152.3,15.4
1984,10,10,9,30,151.6,15.1
1984,10,10,9,40,153,15.7
1984,10,10,9,50,155.7,14.8
1984,10,10,10,00,155.4,14.5
1984,10,10,10,10,154.3,14.8
1984,10,10,10,20,156.1,14.2
1984,10,10,10,30,155.4,14.8
1984,10,10,10,40,153.6,16.1
1984,10,10,10,50,154,16.1
1984,10,10,11,00,155.1,16.4
1984,10,10,11,10,156.1,16.4
1984,10,10,11,20,160,17
1984,10,10,11,30,162,17
1984,10,10,11,40,160.3,17
1984,10,10,11,50,161,17
1984,10,10,12,00,164.1,17
1984,10,10,12,10,165.1,16.7
1984,10,10,12,20,161.3,16.7
1984,10,10,12,30,161,16.1
1984,10,10,12,40,161.7,15.1
1984,10,10,12,50,164.1,13.6
1984,10,10,13,00,160.6,12.6
1984,10,10,13,10,159.9,12.3
1984,10,10,13,20,157.8,12.3
1984,10,10,13,30,144.6,12.3
1984,10,10,13,40,140.4,12.3
1984,10,10,13,50,143.2,12.6
1984,10,10,14,00,151.6,12.3
1984,10,10,14,10,156.1,12.6
1984,10,10,14,20,154.7,12
1984,10,10,14,30,152.6,12
1984,10,10,14,40,148.4,11.1
1984,10,10,14,50,149.8,11.1
1984,10,10,15,00,151.5,11.1
1984,10,10,15,10,151.6,12.6
1984,10,10,15,20,151.6,13.2
1984,10,10,15,30,157.1,12
1984,10,10,15,40,154,11.7
1984,10,10,15,50,152.9,12
1984,10,10,16,00,151.6,12.3
1984,10,10,16,10,154,12.9
1984,10,10,16,20,156.8,12.6
1984,10,10,16,30,155.7,12.9
1984,10,10,16,40,151.5,13.6
1984,10,10,16,50,150.9,13.2
1984,10,10,17,00,150.8,14.5
1984,10,10,17,10,156.1,17
1984,10,10,17,20,157.1,18.2
1984,10,10,17,30,156.8,19.8
1984,10,10,17,40,159.6,20.1
1984,10,10,17,50,162.4,18.9
1984,10,10,18,00,165.9,19.2
1984,10,10,18,10,167.2,19.2
1984,10,10,18,20,168,18.6
1984,10,10,18,30,173.5,16.1
1984,10,10,18,40,178.8,15.1
1984,10,10,18,50,176.3,15.4
1984,10,10,19,00,174.3,16.1
1984,10,10,19,10,171.1,15.7
1984,10,10,19,20,171.1,16.4
1984,10,10,19,30,176,16.4
1984,10,10,19,40,171.4,16.4
1984,10,10,19,50,170.1,17
1984,10,10,20,00,165.9,17.6
1984,10,10,20,10,163.8,18.3
1984,10,10,20,20,162.7,18.6
1984,10,10,20,30,162.7,19.2
1984,10,10,20,40,160.3,19.2
1984,10,10,20,50,164.5,20.1
1984,10,10,21,00,168,21.1
1984,10,10,21,10,166.9,21.1
1984,10,10,21,20,163.4,20.4
1984,10,10,21,30,158.9,19.8
1984,10,10,21,40,157.5,18.6
1984,10,10,21,50,158.2,20.4
1984,10,10,22,00,160.3,22.3
1984,10,10,22,10,159.2,23.9
1984,10,10,22,20,162.7,23.6
1984,10,10,22,30,166.9,22
1984,10,10,22,40,172.8,21.1
1984,10,10,22,50,171.4,21.1
1984,10,10,23,00,172.5,20.4
1984,10,10,23,10,172.8,19.8
1984,10,10,23,20,172.8,18.9
1984,10,10,23,30,172.8,18.9
1984,10,10,23,40,171.4,18.9
1984,10,10,23,50,167.2,19.2
1984,10,11,0,00,160.6,19.2
1984,10,11,0,10,160.3,20.7
1984,10,11,0,20,161,19.5
1984,10,11,0,30,163.8,19.8
1984,10,11,0,40,162.7,18.6
1984,10,11,0,50,165.9,17.6
1984,10,11,1,00,162,18.2
1984,10,11,1,10,161,17
1984,10,11,1,20,157.8,16.7
1984,10,11,1,30,161.3,16.7
1984,10,11,1,40,155.7,16.4
1984,10,11,1,50,154.4,15.7
1984,10,11,2,00,154.3,16.1
1984,10,11,2,10,153,15.7
1984,10,11,2,20,152.6,18.6
1984,10,11,2,30,157.1,18.2
1984,10,11,2,40,156.8,17.3
1984,10,11,2,50,158.9,17.9
1984,10,11,3,00,156.8,18.6
1984,10,11,3,10,154.7,19.8
1984,10,11,3,20,157.8,19.5
1984,10,11,3,30,159.2,20.1
1984,10,11,3,40,156.1,19.2
1984,10,11,3,50,154.3,18.6
1984,10,11,4,00,157.1,18.2
1984,10,11,4,10,158.5,18.2
1984,10,11,4,20,161,17.9
1984,10,11,4,30,159.6,19.5
1984,10,11,4,40,158.5,19.5
1984,10,11,4,50,160.6,21.1
1984,10,11,5,00,160.3,22
1984,10,11,5,10,158.5,23.2
1984,10,11,5,20,157.8,23.2
1984,10,11,5,30,154.7,23.2
1984,10,11,5,40,151.6,22.3
1984,10,11,5,50,147.7,22
1984,10,11,6,00,152.6,22.3
1984,10,11,6,10,158.2,23.9
1984,10,11,6,20,158.2,24.8
1984,10,11,6,30,160.6,25.1
1984,10,11,6,40,161.3,25.1
1984,10,11,6,50,158.9,25.8
1984,10,11,7,00,160.3,26.1
1984,10,11,7,10,159.6,25.7
1984,10,11,7,20,157.8,26.1
1984,10,11,7,30,156.8,25.7
1984,10,11,7,40,156.4,26.4
1984,10,11,7,50,157.1,26.1
1984,10,11,8,00,160.3,25.8
1984,10,11,8,10,159.2,25.1
1984,10,11,8,20,160.6,24.2
1984,10,11,8,30,161.7,25.4
1984,10,11,8,40,161.7,25.1
1984,10,11,8,50,168,25.4
1984,10,11,9,00,165.5,24.8
1984,10,11,9,10,169.4,23.6
1984,10,11,9,20,170.4,22.6
1984,10,11,9,30,167.3,22.6
1984,10,11,9,40,169,21.1
1984,10,11,9,50,164.8,22
1984,10,11,10,00,169.7,22.6
1984,10,11,10,10,171.4,22.3
1984,10,11,10,20,171.8,22.3
1984,10,11,10,30,170.4,21.4
1984,10,11,10,40,169.7,19.8
1984,10,11,10,50,168.6,18.9
1984,10,11,11,00,166.2,18.9
1984,10,11,11,10,167.6,18.6
1984,10,11,11,20,166.6,17.6
1984,10,11,11,30,161,16.4
1984,10,11,11,40,161,15.7
1984,10,11,11,50,157.8,14.2
1984,10,11,12,00,154,13.9
1984,10,11,12,10,149.1,13.6
1984,10,11,12,20,151.6,13.2
1984,10,11,12,30,146.3,13.6
1984,10,11,12,40,147.7,12.3
1984,10,11,12,50,149.8,12.9
1984,10,11,13,00,148.4,13.6
1984,10,11,13,10,147,14.5
1984,10,11,13,20,149.8,15.1
1984,10,11,13,30,149.5,14.5
1984,10,11,13,40,143.1,15.4
1984,10,11,13,50,145.3,17
1984,10,11,14,00,154.3,17.6
1984,10,11,14,10,162,16.7
1984,10,11,14,20,154.7,15.1
1984,10,11,14,30,159.2,15.1
1984,10,11,14,40,151.9,13.9
1984,10,11,14,50,152.6,12.9
1984,10,11,15,00,146,12
1984,10,11,15,10,151.6,12.6
1984,10,11,15,20,149.8,13.2
1984,10,11,15,30,149.5,12.9
1984,10,11,15,40,148.1,11.4
1984,10,11,15,50,149.8,10.7
1984,10,11,16,00,144.2,10.7
1984,10,11,16,10,135.8,10.4
1984,10,11,16,20,139,10.7
1984,10,11,16,30,133.4,12
1984,10,11,16,40,121.5,12.9
1984,10,11,16,50,126.1,12.9
1984,10,11,17,00,123.9,12.6
1984,10,11,17,10,121.5,13.9
1984,10,11,17,20,120.1,14.2
1984,10,11,17,30,121.5,15.1
1984,10,11,17,40,119.8,15.7
1984,10,11,17,50,122.9,16.7
1984,10,11,18,00,129.2,15.7
1984,10,11,18,10,128.8,16.7
1984,10,11,18,20,129.9,17
1984,10,11,18,30,132.4,16.7
1984,10,11,18,40,137.2,16.7
1984,10,11,18,50,135.5,15.1
1984,10,11,19,00,133.1,15.7
1984,10,11,19,10,135.8,16.4
1984,10,11,19,20,138.3,16.4
1984,10,11,19,30,140.4,16.4
1984,10,11,19,40,147.7,15.4
1984,10,11,19,50,147,15.7
1984,10,11,20,00,145.3,17.3
1984,10,11,20,10,150.8,18.2
1984,10,11,20,20,149.5,18.9
1984,10,11,20,30,150.5,19.2
1984,10,11,20,40,149.1,20.1
1984,10,11,20,50,149.1,21.7
1984,10,11,21,00,153.3,22.6
1984,10,11,21,10,153.3,22.9
1984,10,11,21,20,154.7,22.6
1984,10,11,21,30,155.7,22.3
1984,10,11,21,40,158.9,22
1984,10,11,21,50,163.4,22.3
1984,10,11,22,00,165.9,22.3
1984,10,11,22,10,176.7,22.9
1984,10,11,22,20,176.3,22.9
1984,10,11,22,30,177,22.9
1984,10,11,22,40,178.4,23.9
1984,10,11,22,50,183.3,24.8
1984,10,11,23,00,188.2,23.6
1984,10,11,23,10,191.3,23.6
1984,10,11,23,20,191.3,23.6
1984,10,11,23,30,194.8,22.3
1984,10,11,23,40,192,21.4
1984,10,11,23,50,191.7,20.7
1984,10,12,0,00,188.9,20.4
1984,10,12,0,10,193.1,20.4
1984,10,12,0,20,194.8,20.4
1984,10,12,0,30,194.5,20.7
1984,10,12,0,40,190.6,20.4
1984,10,12,0,50,192.4,19.5
1984,10,12,1,00,197.3,18.6
1984,10,12,1,10,199.3,17.3
1984,10,12,1,20,200.4,16.4
1984,10,12,1,30,202.8,16.7
1984,10,12,1,40,201.8,16.1
1984,10,12,1,50,202.5,15.1
1984,10,12,2,00,204.6,14.8
1984,10,12,2,10,211.6,14.5
1984,10,12,2,20,213,13.2
1984,10,12,2,30,214,11.7
1984,10,12,2,40,215.4,10.1
1984,10,12,2,50,210.5,8.2
1984,10,12,3,00,218.2,7
1984,10,12,3,10,204.2,5.1
1984,10,12,3,20,219.2,2.9
1984,10,12,3,30,198.6,1.1
1984,10,12,3,40,146.1,1.1
1984,10,12,3,50,149.2,1
1984,10,12,4,00,254.7,1.1
1984,10,12,4,10,11.6,1
1984,10,12,4,20,46.1,1.3
1984,10,12,4,30,54.9,3.2
1984,10,12,4,40,68.2,5.1
1984,10,12,4,50,74,6
1984,10,12,5,00,81.4,8.9
1984,10,12,5,10,79.7,8.9
1984,10,12,5,20,80.7,9.2
1984,10,12,5,30,78.3,10.4
1984,10,12,5,40,82.5,11.4
1984,10,12,5,50,87.3,10.4
1984,10,12,6,00,90.4,11.7
1984,10,12,6,10,96,11.4
1984,10,12,6,20,94.6,12.3
1984,10,12,6,30,99.9,12.9
1984,10,12,6,40,105.4,14.2
1984,10,12,6,50,103.4,16.1
1984,10,12,7,00,103.7,15.7
1984,10,12,7,10,111,15.4
1984,10,12,7,20,105.8,15.4
1984,10,12,7,30,112.4,14.5
1984,10,12,7,40,115.9,14.5
1984,10,12,7,50,118.7,16.1
1984,10,12,8,00,121.2,16.7
1984,10,12,8,10,122.6,16.7
1984,10,12,8,20,123.3,16.7
1984,10,12,8,30,124.7,16.4
1984,10,12,8,40,126.8,16.1
1984,10,12,8,50,126,15.7
1984,10,12,9,00,126.8,15.7
1984,10,12,9,10,134.4,16.4
1984,10,12,9,20,140.7,16.7
1984,10,12,9,30,142.1,17.3
1984,10,12,9,40,145.6,17.3
1984,10,12,9,50,149.4,17
1984,10,12,10,00,153.6,17.3
1984,10,12,10,10,155,17.6
1984,10,12,10,20,158.5,17.6
1984,10,12,10,30,162.4,17.3
1984,10,12,10,40,166.9,17.3
1984,10,12,10,50,169.4,17
1984,10,12,11,00,168,17
1984,10,12,11,10,164.8,17.3
1984,10,12,11,20,164.5,17.3
1984,10,12,11,30,166.6,17
1984,10,12,11,40,168.3,16.1
1984,10,12,11,50,170,16.1
1984,10,12,12,00,170,15.7
1984,10,12,12,10,175,15.1
1984,10,12,12,20,179.1,12.9
1984,10,12,12,30,181.9,11.4
